,id,title,genres
1267,89,Indiana Jones and the Last Crusade,"adventure, action"
1268,10322,Being There,"comedy, drama"
1269,783,Gandhi,"drama, history"
1270,10644,The Unbearable Lightness of Being,"comedy, romance"
1271,11257,A Room with a View,"drama, romance"
1272,14370,Real Genius,"comedy, romance"
1273,12104,Pink Floyd: The Wall,music
1274,625,The Killing Fields,"war, drama, history"
1275,8816,My Life as a Dog,"drama, comedy"
1276,830,Forbidden Planet,"adventure, science fiction, action"
1277,2323,Field of Dreams,"drama, fantasy"
1278,983,The Man Who Would Be King,"adventure, drama"
1279,642,Butch Cassidy and the Sundance Kid,"history, drama, western, crime"
1280,655,"Paris, Texas",drama
1281,10341,Until the End of the World,"thriller, drama, science fiction, action"
1282,639,When Harry Met Sally...,"comedy, romance, drama"
1283,266022,I Shot a Man in Vegas,
1284,168450,Parallel Sons,
1285,30180,Hype!,"documentary, music"
1286,31388,Santa with Muscles,"family, comedy"
1287,41801,Female Perversions,"drama, romance"
1288,66034,Mad Dog Time,"drama, action, comedy, crime"
1289,348138,Breathing Room,"romance, comedy"
1290,96288,Paris Was a Woman,documentary
1291,61536,I'm Not Rappaport,comedy
1292,18762,Blue Juice,"comedy, romance"
1293,331367,Kids of Survival,
1294,8077,Alien³,"science fiction, action, horror"
1295,814,An American Werewolf in London,"horror, comedy"
1296,41671,Amityville: It's About Time,horror
1297,27214,Amityville 3-D,"horror, thriller"
1298,52263,Amityville: Dollhouse,horror
1299,33519,Amityville: A New Generation,horror
1300,16235,Amityville II: The Possession,horror
1301,11449,The Amityville Horror,"drama, horror, thriller"
1302,41848,The Amityville Curse,horror
1303,25944,Blood for Dracula,horror
1304,24913,April Fool's Day,"horror, mystery"
1305,49126,Audrey Rose,"fantasy, drama, horror, thriller"
1306,32076,The Believers,"crime, drama, horror, mystery, thriller"
1307,571,The Birds,horror
1308,8851,The Blob,"horror, science fiction"
1309,37843,Blood Beach,"science fiction, horror, comedy"
1310,32146,Body Parts,"horror, thriller"
1311,30346,The Body Snatcher,"thriller, horror"
1312,6114,Dracula,"romance, horror"
1313,229,Bride of Frankenstein,"horror, science fiction"
1314,13549,Burnt Offerings,horror
1315,9529,Candyman,"drama, horror, thriller"
1316,1598,Cape Fear,"crime, thriller"
1317,11349,Cape Fear,"drama, thriller"
1318,7340,Carrie,"horror, thriller"
1319,6217,Cat People,"drama, fantasy, horror, thriller"
1320,377,A Nightmare on Elm Street,horror
1321,653,Nosferatu,"fantasy, horror"
1322,28198,Vampire in Venice,horror
1323,794,The Omen,"horror, thriller"
1324,31640,Blood and Wine,"crime, drama, thriller"
1325,8744,Albino Alligator,"crime, drama, thriller"
1326,25189,The Mirror Has Two Faces,"comedy, drama, romance"
1327,145,Breaking the Waves,"drama, romance"
1328,2212,Nightwatch,"action, drama, horror, mystery, thriller"
1329,199,Star Trek: First Contact,"science fiction, action, adventure, thriller"
1330,7863,Shine,drama
1331,12498,Sling Blade,drama
1332,9279,Jingle All the Way,"family, comedy"
1333,53234,Identification of a Woman,"romance, drama"
1334,17204,Paradise Lost: The Child Murders at Robin Hood Hills,"documentary, drama"
1335,21539,The Preacher's Wife,"fantasy, drama, comedy, science fiction, romance, family"
1336,85589,Zero Kelvin,"drama, thriller"
1337,12709,Ridicule,"comedy, drama, romance"
1338,20539,The Crucible,"drama, history"
1339,11674,101 Dalmatians,"comedy, family"
1340,199512,The Forbidden Christ,drama
1341,64900,I Can't Sleep,"drama, mystery"
1342,1573,Die Hard 2,"action, thriller"
1343,152,Star Trek: The Motion Picture,"science fiction, adventure, mystery"
1344,174,Star Trek VI: The Undiscovered Country,"science fiction, action, adventure, thriller"
1345,172,Star Trek V: The Final Frontier,"science fiction, action, adventure, thriller"
1346,154,Star Trek II: The Wrath of Khan,"action, adventure, science fiction, thriller"
1347,157,Star Trek III: The Search for Spock,"science fiction, action, adventure, thriller"
1348,168,Star Trek IV: The Voyage Home,"science fiction, adventure"
1349,364,Batman Returns,"action, fantasy"
1350,11967,Young Guns,"crime, action, adventure, drama, western"
1351,9086,Young Guns II,"western, adventure"
1352,621,Grease,romance
1353,9037,Grease 2,"comedy, drama, family, music, romance"
1354,10173,Marked for Death,"action, thriller"
1355,55687,Adrenalin: Fear the Rush,"action, science fiction, thriller"
1356,168535,The Substance of Fire,drama
1357,8845,Under Siege,"action, thriller"
1358,46681,Terror in a Texas Town,"action, western"
1359,578,Jaws,"horror, thriller, adventure"
1360,579,Jaws 2,"horror, thriller"
1361,17692,Jaws 3-D,"thriller, horror"
1362,17795,My Fellow Americans,"comedy, drama"
1363,75,Mars Attacks!,"comedy, fantasy, science fiction"
1364,13891,Citizen Ruth,"drama, comedy"
1365,9390,Jerry Maguire,"comedy, drama, romance"
1366,378,Raising Arizona,"comedy, crime"
1367,10896,Tin Men,"comedy, drama"
1368,2322,Sneakers,"comedy, crime, drama"
1369,41240,Bastard Out of Carolina,drama
1370,26949,In Love and War,"drama, romance"
1371,9819,Marvin's Room,drama
1372,49799,Somebody Is Waiting,drama
1373,31908,Ghosts of Mississippi,"history, drama"
1374,46027,Night Falls on Manhattan,"drama, crime"
1375,3179,Beavis and Butt-Head Do America,"animation, comedy"
1376,1802,La Cérémonie,"drama, thriller"
1377,4232,Scream,"crime, horror, mystery"
1378,9361,The Last of the Mohicans,"action, adventure, drama, history, romance, war"
1379,2928,Michael,"comedy, drama, fantasy"
1380,30285,The Evening Star,"drama, romance, family, comedy"
1381,10549,Hamlet,drama
1382,58102,Some Mother's Son,"drama, history"
1383,18451,The Whole Wide World,"drama, romance"
1384,27265,Mother,comedy
1385,49935,Thieves,"romance, crime, drama"
1386,8818,Evita,"history, drama, music"
1387,36758,The Portrait of a Lady,"drama, romance"
1388,36040,Walkabout,"adventure, drama"
1389,74239,Message to Love: The Isle of Wight Festival,"documentary, music"
1390,9415,Murder at 1600,"action, drama, mystery, thriller, crime"
1391,55146,Hearts and Minds,"drama, thriller, documentary, romance, foreign"
1392,303693,Inside,"crime, drama, tv movie"
1393,12145,Fierce Creatures,"comedy, romance"
1394,42424,Zeus & Roxanne,"action, adventure, comedy, family, romance"
1395,34314,Turbulence,"action, thriller, crime"
1396,2892,Angel Baby,drama
1397,9404,First Strike,"action, adventure, comedy, crime, drama, thriller"
1398,85242,Underworld,"drama, action, comedy, thriller"
1399,9622,Beverly Hills Ninja,"action, comedy"
1400,8860,Metro,"action, adventure, comedy, crime, thriller"
1401,197537,The Machine,"horror, thriller, science fiction"
1402,66597,Falling in Love Again,"drama, romance"
1403,14832,The Cement Garden,drama
1404,9619,Dante's Peak,"action, adventure, thriller"
1405,40506,Meet Wally Sparks,comedy
1406,31000,Amos & Andrew,"action, comedy"
1407,4104,Benny & Joon,"comedy, drama, romance"
1408,26306,Prefontaine,"drama, romance"
1409,203829,A Tickle in the Heart,documentary
1410,43775,Guantanamera,"drama, comedy, romance, foreign"
1411,14908,McHale's Navy,"action, comedy, romance"
1412,784,Kolya,"music, drama, comedy"
1413,12489,Gridlock'd,"crime, drama, comedy"
1414,168283,Fire on the Mountain,documentary
1415,16448,Waiting for Guffman,"music, comedy"
1416,55936,Prisoner of the Mountains,"drama, war"
1417,17894,The Beautician and the Beast,"comedy, romance"
1418,28059,SubUrbia,"comedy, drama"
1419,58911,Hotel de Love,"comedy, foreign, romance"
1420,17949,The Pest,"action, comedy"
1421,1968,Fools Rush In,"drama, comedy, romance"
1422,61563,Touch,"action, comedy, drama, foreign, romance"
1423,66,Absolute Power,"crime, drama, thriller"
1424,20735,That Darn Cat,"comedy, family"
1425,11419,Vegas Vacation,comedy
1426,333165,Unforgotten: Twenty-Five Years After Willowbrook,
1427,25796,That Old Feeling,"comedy, drama, romance"
1428,638,Lost Highway,"drama, thriller, mystery"
1429,25624,Rosewood,"drama, history"
1430,9366,Donnie Brasco,"crime, drama, thriller"
1431,60083,Salut cousin !,comedy
1432,21915,Booty Call,comedy
1433,90928,Rhyme & Reason,documentary
1434,50091,Boys Life 2,"drama, romance"
1435,18420,City of Industry,"crime, thriller, drama"
1436,19952,Best Men,"comedy, romance"
1437,9446,Jungle 2 Jungle,"comedy, family"
1438,28005,Kama Sutra - A Tale of Love,"drama, history, romance"
1439,9403,Private Parts,"comedy, drama"
1440,27322,Love Jones,"comedy, drama, romance"
1441,10003,The Saint,"thriller, action, romance, science fiction, adventure"
1442,9311,Smilla's Sense of Snow,"action, crime, drama, mystery, thriller"
1443,11844,The Van,"comedy, drama"
1444,884,Crash,"drama, thriller, romance"
1445,49806,The Daytrippers,"comedy, drama, mystery"
1446,1624,Liar Liar,comedy
1447,88423,The Quiet Room,"drama, foreign"
1448,16052,Selena,drama
1449,4477,The Devil's Own,"crime, thriller, drama"
1450,24662,Cats Don't Dance,"animation, comedy, family, music"
1451,18423,B.A.P.S.,"action, comedy"
1452,76996,Love and Other Catastrophes,"comedy, romance"
1453,6499,Turbo: A Power Rangers Movie,"action, adventure, family, fantasy, science fiction, thriller"
1454,50512,Anna Karenina,"drama, romance"
1455,9405,Double Team,"action, science fiction"
1456,12723,Inventing the Abbotts,"drama, romance"
1457,9360,Anaconda,"adventure, horror, thriller"
1458,9434,Grosse Pointe Blank,"action, comedy, thriller, romance"
1459,118991,Keys to Tulsa,"crime, drama, thriller"
1460,21626,Kissed,"romance, drama"
1461,13982,8 Heads in a Duffel Bag,"comedy, crime"
1462,93946,Hollow Reed,drama
1463,77223,Paradise Road,"war, drama, history"
1464,31465,Traveller,"drama, crime"
1465,12793,All Over Me,"drama, romance"
1466,102878,A Brother's Kiss,drama
1467,105763,A Chef in Love,"drama, comedy, romance, foreign"
1468,9611,Romy and Michele's High School Reunion,comedy
1469,47694,Temptress Moon,"drama, foreign, romance"
1470,10357,Volcano,"science fiction, action, drama, thriller"
1471,9977,Children of the Revolution,"comedy, drama"
1472,816,Austin Powers: International Man of Mystery,"science fiction, comedy, crime"
1473,2163,Breakdown,"drama, action, thriller"
1474,124680,Broken English,"romance, drama"
1475,16399,Commandments,"comedy, drama, romance"
1476,124843,Ripe,drama
1477,31017,"Truth or Consequences, N.M.","action, crime, drama, romance, thriller"
1478,24645,The Turning,drama
1479,49478,Warriors of Virtue,"fantasy, family, action"
1480,12499,Fathers' Day,"comedy, family"
1481,18,The Fifth Element,"adventure, fantasy, action, thriller, science fiction"
1482,68545,Intimate Relations,
1483,1811,Nowhere,"science fiction, drama, comedy"
1484,109614,Losing Chase,"drama, romance"
1485,60082,Sprung,"comedy, romance"
1486,53023,Le Bonheur,"drama, romance"
1487,64802,Love! Valour! Compassion!,drama
1488,11239,Shall We Dance?,"music, comedy, drama, romance"
1489,50850,The Second Jungle Book: Mowgli & Baloo,"adventure, family"
1490,15321,Twin Town,"comedy, drama"
1491,2058,Addicted to Love,"comedy, romance"
1492,9450,Brassed Off,"comedy, romance, drama"
1493,125021,The Designated Mourner,
1494,330,The Lost World: Jurassic Park,"adventure, action, science fiction"
1495,38523,Ponette,"drama, foreign"
1496,16375,Schizopolis,comedy
1497,33660,Shiloh,"drama, family"
1498,59232,The War at Home,drama
1499,45671,Rough Magic,"comedy, drama, romance, fantasy"
1500,17770,Trial and Error,"comedy, romance"
1501,15170,Buddy,"adventure, comedy, family"
1502,1701,Con Air,"action, thriller, crime"
1503,201445,Late Bloomers,
1504,26422,The Pillow Book,"drama, foreign, romance"
1505,124642,To Have (Or Not),"drama, romance"
1506,1639,Speed 2: Cruise Control,"action, adventure, thriller"
1507,49235,Squeeze,"crime, drama"
1508,106129,Sudden Manhattan,"comedy, thriller"
1509,291634,The Next Step,
1510,107743,Wedding Bell Blues,"comedy, romance"
1511,415,Batman & Robin,"action, crime, fantasy"
1512,47686,Dream with the Fishes,comedy
1513,65889,Roseanna's Grave,"comedy, romance, drama"
1514,11103,Head Above Water,"comedy, thriller"
1515,11970,Hercules,"animation, family, fantasy, adventure, comedy, romance"
1516,34941,The Last Time I Committed Suicide,drama
1517,407992,MURDER and murder,"drama, romance"
1518,8874,My Best Friend's Wedding,"comedy, romance"
1519,17991,Tetsuo II: Body Hammer,"science fiction, horror, drama, thriller"
1520,11956,When the Cat's Away,comedy
1521,266,Contempt,drama
1522,754,Face/Off,"action, crime, science fiction, thriller"
1523,37567,Fall,"drama, romance"
1524,43771,Gabbeh,"drama, mystery, romance"
1525,124834,Mondo,drama
1526,249358,The Innocent Sleep,thriller
1527,111367,For Ever Mozart,"drama, comedy, war"
1528,607,Men in Black,"action, adventure, comedy, science fiction"
1529,18080,Out to Sea,"comedy, romance"
1530,38225,Wild America,family
1531,17834,A Simple Wish,"adventure, comedy, family, fantasy"
1532,686,Contact,"drama, science fiction, mystery"
1533,65046,Love Serenade,"comedy, foreign, romance"
1534,4421,G.I. Jane,"action, drama"
1535,9387,Conan the Barbarian,"adventure, fantasy, action"
1536,10603,George of the Jungle,"adventure, comedy, family, romance"
1537,2142,Cop Land,"action, crime, drama"
1538,8413,Event Horizon,"horror, science fiction, mystery"
1539,10336,Spawn,"action, adventure, fantasy, horror, science fiction, thriller"
1540,20737,Air Bud,"comedy, family, drama"
1541,9413,Picture Perfect,"comedy, romance"
1542,14585,In the Company of Men,"comedy, drama"
1543,18519,Free Willy 3: The Rescue,adventure
1544,49462,Career Girls,drama
1545,8834,Conspiracy Theory,"action, drama, mystery, thriller"
1546,9458,Desperate Measures,"action, drama, thriller"
1547,8854,Steel,"science fiction, action, adventure"
1548,38295,She's So Lovely,"drama, romance, thriller"
1549,22073,Hoodlum,"crime, drama"
1550,37244,Leave it to Beaver,"adventure, comedy, drama, family"
1551,4961,Mimic,"fantasy, horror, thriller"
1552,9416,Money Talks,"action, adventure, comedy"
1553,26180,Excess Baggage,"action, comedy, romance"
1554,17832,Kull the Conqueror,"adventure, fantasy, action, science fiction"
1555,9772,Air Force One,"action, thriller"
1556,6072,One Eight Seven,"drama, thriller"
1557,1669,The Hunt for Red October,"action, adventure, thriller"
1558,468,My Own Private Idaho,"drama, romance"
1559,32519,"Kiss Me, Guido",comedy
1560,108401,Star Maps,"comedy, drama"
1561,10806,In & Out,"comedy, romance"
1562,9433,The Edge,"action, adventure, drama"
1563,6623,The Peacemaker,"action, thriller"
1564,2118,L.A. Confidential,"crime, drama, mystery, thriller"
1565,978,Seven Years in Tibet,"adventure, drama, history"
1566,9437,Kiss the Girls,"drama, mystery, thriller, crime"
1567,29461,Soul Food,"comedy, drama"
1568,56651,Kicked in the Head,"comedy, crime, drama, romance"
1569,10351,Wishmaster,horror
1570,66588,A Thousand Acres,drama
1571,2649,The Game,"drama, thriller, mystery"
1572,14289,Fire Down Below,"action, adventure, crime, thriller"
1573,10155,U Turn,thriller
1574,75250,The Locusts,"drama, romance"
1575,20457,The Matchmaker,"comedy, romance"
1576,18355,The Assignment,"thriller, action, crime"
1577,33657,A Smile Like Yours,"comedy, romance"
1578,55306,Ulee's Gold,drama
1579,68924,The Ice Storm,drama
1580,36434,Stag,thriller
1581,2255,Chasing Amy,"comedy, drama, romance"
1582,28353,Def Jam's How to Be a Player,"comedy, romance"
1583,9427,The Full Monty,comedy
1584,172545,Alive and Kicking,"comedy, drama"
1585,17589,Mrs Brown,"drama, history, romance"
1586,3597,I Know What You Did Last Summer,"horror, thriller, mystery"
1587,1813,The Devil's Advocate,"drama, horror, mystery, thriller"
1588,36797,RocketMan,"comedy, family, science fiction"
1589,12628,Playing God,"drama, action, thriller, crime"
1590,33344,The House of Yes,"comedy, drama"
1591,25099,"Fast, Cheap & Out of Control",documentary
1592,45019,Washington Square,"drama, romance"
1593,63437,Telling Lies In America,"music, drama"
1594,62422,Year of the Horse,"documentary, music"
1595,782,Gattaca,"thriller, science fiction, mystery, romance"
1596,29911,FairyTale: A True Story,"fantasy, drama, mystery, family"
1597,9827,Phantoms,"horror, science fiction, thriller"
1598,1959,Swept from the Sea,"drama, romance"
1599,251481,Wonderland,documentary
1600,8067,A Life Less Ordinary,"fantasy, drama, comedy, thriller, science fiction, romance"
1601,125052,Hurricane Streets,"romance, crime, drama"
1602,45153,Eve's Bayou,drama
1603,10871,Switchback,"action, adventure, mystery, thriller"
1604,14398,Gang Related,"action, drama"
1605,10890,Stripes,"action, comedy"
1606,99002,Nenette and Boni,drama
1607,1281,Bean,comedy
1608,32332,Hugo Pool,"comedy, romance"
1609,9770,Mad City,"action, drama, thriller"
1610,12616,One Night Stand,drama
1611,34838,The Tango Lesson,"drama, music, romance, foreign"
1612,14905,Welcome to Sarajevo,"war, drama, history"
1613,14583,Deceiver,"mystery, crime, drama, thriller"
1614,11975,The Rainmaker,"drama, crime, thriller"
1615,4995,Boogie Nights,drama
1616,9281,Witness,"crime, drama, romance, thriller"
1617,45928,Incognito,"crime, thriller"
1618,563,Starship Troopers,"adventure, action, thriller, science fiction"
1619,61337,Critical Care,"comedy, drama"
1620,19931,The Joy Luck Club,drama
1621,31535,Chairman of the Board,comedy
1622,10215,Sliding Doors,"comedy, drama, fantasy, romance"
1623,9823,Mortal Kombat: Annihilation,"action, fantasy, science fiction"
1624,37165,The Truman Show,"comedy, drama"
1625,45609,The Wings of the Dove,"drama, romance"
1626,38904,Mrs. Dalloway,"drama, romance"
1627,45565,"I Love You, I Love You Not","drama, family, romance"
1628,9407,Red Corner,"crime, drama, thriller"
1629,4824,The Jackal,"action, thriller, adventure, crime"
1630,9444,Anastasia,"animation, family"
1631,9414,The Man Who Knew Too Little,"comedy, thriller, crime, action"
1632,8078,Alien: Resurrection,"science fiction, horror, action"
1633,29938,Alien Escape,"horror, science fiction"
1634,11831,Amistad,"drama, history, mystery"
1635,2895,The Apostle,drama
1636,39177,Artemisia,"drama, history"
1637,19601,Bent,"drama, history, romance"
1638,124606,Bang,drama
1639,42832,The Boys,comedy
1640,22797,The Butcher Boy,"comedy, drama"
1641,2639,Deconstructing Harry,"comedy, drama"
1642,9574,Flubber,"comedy, family, science fiction"
1643,10371,For Richer or Poorer,comedy
1644,489,Good Will Hunting,drama
1645,167738,Guy,
1646,293820,Tar,
1647,9714,Home Alone 3,"comedy, family"
1648,102406,Ill Gotten Gains,drama
1649,170430,Man of Her Dreams,"horror, drama"
1650,8197,Midnight in the Garden of Good and Evil,"crime, drama, mystery, thriller"
1651,6283,MouseHunt,"comedy, family"
1652,279698,Never Met Picasso,
1653,49728,Office Killer,"comedy, horror, thriller"
1654,64562,Other Voices Other Rooms,drama
1655,4233,Scream 2,"horror, mystery"
1656,191874,Stranger in the House,thriller
1657,10217,The Sweet Hereafter,drama
1658,438108,Time Tracers,science fiction
1659,597,Titanic,"drama, romance, thriller"
1660,714,Tomorrow Never Dies,"adventure, action, thriller"
1661,52537,Twisted,drama
1662,12799,Full Speed,"romance, drama"
1663,62394,The Education of Little Tree,drama
1664,9922,The Postman,"drama, adventure"
1665,547,The Horse Whisperer,"drama, romance"
1666,25994,The Winter Guest,drama
1667,184,Jackie Brown,"comedy, crime, romance"
1668,9746,Kundun,drama
1669,9438,Mr. Magoo,"comedy, family"
1670,115,The Big Lebowski,"comedy, crime"
1671,26941,Afterglow,"drama, romance, comedy"
1672,27103,My Life in Pink,"drama, comedy"
1673,9410,Great Expectations,"comedy, drama, romance"
1674,32302,3 Ninjas: High Noon at Mega Mountain,"action, comedy, family"
1675,216794,Men of Means,"drama, action"
1676,88863,Caught Up,"drama, thriller, crime"
1677,154821,Arguing the World,
1678,41417,Firestorm,"action, adventure, thriller"
1679,12538,Senseless,"comedy, romance"
1680,586,Wag the Dog,"comedy, drama"
1681,2666,Dark City,"mystery, science fiction"
1682,46338,The Leading Man,"thriller, drama, romance"
1683,54007,Star Kid,"action, adventure, family, science fiction"
1684,11258,Hard Rain,thriller
1685,9490,Half Baked,"comedy, crime"
1686,9411,Fallen,"thriller, fantasy, crime, drama"
1687,25719,Shooting Fish,"crime, comedy, romance"
1688,9033,The Prophecy II,"fantasy, horror, thriller"
1689,11220,Fallen Angels,"drama, action, romance"
1690,21253,Four Days in September,"action, drama, foreign, history, thriller"
1691,6116,Spice World,"adventure, fantasy, drama, comedy, music"
1692,9457,Deep Rising,"adventure, action, horror, science fiction"
1693,281289,Tainted,"thriller, comedy"
1694,43911,A Letter from Death Row,"drama, crime, mystery"
1695,39424,Music from Another Room,"comedy, drama, romance"
1696,44361,Mother and Son,drama
1697,11702,The Replacement Killers,"action, drama, crime, thriller"
1698,2923,B. Monkey,"romance, crime, drama"
1699,12238,The Night Flier,"mystery, horror, fantasy"
1700,11568,Blues Brothers 2000,"music, action, comedy, crime"
1701,41577,Tokyo Fist,"romance, action, drama, thriller"
1702,66894,Ride,comedy
1703,11003,The Wedding Singer,"romance, comedy"
1704,10153,Sphere,science fiction
1705,49645,Ayn Rand: A Sense of Life,documentary
1706,47112,A Further Gesture,"drama, thriller, romance"
1707,102732,Little City,"comedy, romance"
1708,30949,Palmetto,"mystery, thriller, drama, romance, crime"
1709,2898,As Good as It Gets,"comedy, romance"
1710,9558,King of New York,"thriller, crime"
1711,83593,A Paralyzing Fear: The Story of Polio in America,documentary
1712,320011,Men with Guns,"drama, crime"
1713,26269,Twilight,"drama, crime, mystery, thriller"
1714,11808,U.S. Marshals,"thriller, crime, action"
1715,6970,Welcome to Woop Woop,"music, comedy, fantasy, adventure"
1716,47452,Love and Death on Long Island,"drama, romance, foreign"
1717,18205,Midaq Alley,drama
1718,36943,In God's Hands,adventure
1719,21736,Everest,"adventure, documentary"
1720,17941,Hush,"drama, thriller"
1721,10668,Suicide Kings,"action, comedy, crime, drama, thriller"
1722,9313,The Man in the Iron Mask,"action, adventure, drama"
1723,42807,The Newton Boys,"crime, action, drama"
1724,617,Wild Things,thriller
1725,36568,Paulie,"comedy, family"
1726,37272,"A Cool, Dry Place","drama, romance"
1727,5910,Fireworks,"crime, drama"
1728,9440,Primary Colors,"comedy, drama"
1729,53092,"Niagara, Niagara","drama, romance"
1730,32911,Wide Awake,"comedy, drama, family"
1731,44308,A Price Above Rubies,"drama, romance"
1732,124821,Eden,drama
1733,32456,Two Girls and a Guy,"drama, romance"
1734,93350,No Looking Back,"drama, comedy, romance"
1735,62695,Storefront Hitchcock,documentary
1736,32144,The Proposition,"drama, romance"
1737,17127,The Object of My Affection,"comedy, drama, romance"
1738,40688,Meet the Deedles,"animation, comedy, family"
1739,17133,Homegrown,"drama, action, comedy, thriller, crime"
1740,19848,The Players Club,drama
1741,17644,Barney's Great Adventure,family
1742,1774,The Big One,documentary
1743,30265,Chinese Box,"drama, romance"
1744,2157,Lost in Space,"adventure, family, science fiction"
1745,70581,Heaven's Burning,"drama, action, thriller, crime"
1746,8838,Mercury Rising,"action, crime, drama, thriller"
1747,29193,The Spanish Prisoner,"crime, drama, mystery, thriller"
1748,795,City of Angels,"drama, fantasy, romance"
1749,16980,The Last Days of Disco,"comedy, drama, romance"
1750,27472,The Odd Couple II,"adventure, comedy"
1751,47881,My Giant,"comedy, drama, family"
1752,9469,He Got Game,drama
1753,12488,The Gingerbread Man,thriller
1754,98499,Illtown,
1755,81367,Slappy and the Stinkers,"adventure, family"
1756,267,Live Flesh,"drama, romance, thriller"
1757,16148,Zero Effect,"comedy, crime, mystery, thriller"
1758,21252,Nil by Mouth,drama
1759,73135,Ratchet,thriller
1760,9449,The Borrowers,"adventure, fantasy, action, comedy, family"
1761,6264,Prince Valiant,"adventure, fantasy"
1762,90414,"I Love You, Don't Touch Me!","comedy, romance"
1763,188870,Leather Jacket Love Story,"drama, comedy, romance"
1764,215373,Love Walked In,"drama, thriller"
1765,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",comedy
1766,15513,Kissing a Fool,"comedy, romance"
1767,31220,Krippendorf's Tribe,"comedy, drama, family"
1768,13907,Kurt & Courtney,"documentary, music"
1769,29825,The Real Blonde,"comedy, drama, romance"
1770,10622,Mr. Nice Guy,"crime, action, comedy"
1771,30020,Taste of Cherry,drama
1772,17139,Character,"drama, foreign, history"
1773,34582,Junk Mail,"comedy, thriller"
1774,10216,Species II,"science fiction, action, horror"
1775,9771,Major League: Back to the Minors,comedy
1776,24560,Sour Grapes,comedy
1777,76330,Wild Man Blues,"music, documentary"
1778,9448,The Big Hit,"action, adventure, comedy, thriller"
1779,38618,Tarzan and the Lost City,"action, adventure"
1780,18316,Black Dog,"action, adventure, thriller"
1781,78373,"Dancer, Texas Pop. 81","comedy, drama, family"
1782,77514,A Friend of the Deceased,"drama, comedy"
1783,49474,Go Now,"romance, drama, tv movie"
1784,4415,Les Misérables,"crime, drama, history, romance"
1785,39467,Still Breathing,"comedy, drama, romance"
1786,55561,Clockwatchers,"comedy, drama"
1787,8656,Deep Impact,"action, drama, romance"
1788,209345,Little Men,
1789,58680,Woo,"comedy, romance"
1790,35161,The Hanging Garden,drama
1791,35796,Lawn Dogs,drama
1792,18937,Quest for Camelot,"fantasy, animation, drama, romance, family"
1793,929,Godzilla,"science fiction, action, thriller"
1794,9452,Bulworth,"comedy, drama"
1795,1878,Fear and Loathing in Las Vegas,"adventure, drama, comedy"
1796,9844,The Opposite of Sex,"comedy, drama"
1797,40505,I Got the Hook Up,"action, comedy"
1798,14342,Almost Heroes,"action, adventure, comedy, western"
1799,9715,Hope Floats,"drama, romance"
1800,26610,Insomnia,"crime, drama, thriller"
1801,20064,Little Boy Blue,"drama, thriller"
1802,40961,The Ugly,"horror, thriller"
1803,1965,A Perfect Murder,"crime, thriller, drama"
1804,312,Beyond Silence,drama
1805,6068,Six Days Seven Nights,"action, adventure, comedy, romance"
1806,15037,Can't Hardly Wait,"comedy, drama, romance"
1807,50043,Cousin Bette,"comedy, drama, romance"
1808,37636,High Art,"drama, romance"
1809,17044,The Land Girls,"drama, romance, war"
1810,60951,Passion in the Desert,"drama, adventure"
1811,21334,Children of Heaven,"drama, comedy, family"
1812,416437,Dear Jesse,
1813,32284,Dream for an Insomniac,"romance, comedy, drama"
1814,51955,Hav Plenty,"action, comedy, romance, science fiction, thriller"
1815,37410,Henry Fool,"comedy, drama"
1816,47481,Marie from the Bay of Angels,"drama, romance"
1817,53765,Mr. Jealousy,"comedy, romance"
1818,10674,Mulan,"animation, family, adventure"
1819,136134,Resurrection Man,"thriller, crime, drama"
1820,846,The X Files,"mystery, science fiction, thriller"
1821,12655,I Went Down,"action, comedy, crime"
1822,3050,Doctor Dolittle,"comedy, family, fantasy"
1823,1389,Out of Sight,"romance, comedy, crime"
1824,11020,Picnic at Hanging Rock,"thriller, drama, mystery"
1825,20862,Smoke Signals,"drama, comedy"
1826,108548,Voyage to the Beginning of the World,"drama, foreign"
1827,9464,Buffalo '66,"romance, comedy, crime, drama"
1828,95,Armageddon,"action, thriller, science fiction, adventure"
1829,944,Lethal Weapon 4,"action, adventure, comedy, crime, thriller"
1830,35680,Madeline,"comedy, drama, family"
1831,11551,Small Soldiers,"comedy, adventure, fantasy, science fiction, action"
1832,473,Pi,"mystery, drama, thriller"
1833,102304,Whatever,drama
1834,544,There's Something About Mary,"romance, comedy"
1835,10513,Plan 9 from Outer Space,"science fiction, horror"
1836,28966,Wings,"action, drama, romance, war"
1837,65203,The Broadway Melody,"drama, music, romance"
1838,143,All Quiet on the Western Front,"drama, war"
1839,42861,Cimarron,"drama, western"
1840,33680,Grand Hotel,"drama, romance"
1841,56164,Cavalcade,drama
1842,12311,Mutiny on the Bounty,"adventure, drama, history, romance"
1843,43277,The Great Ziegfeld,"drama, music, romance"
1844,43278,The Life of Emile Zola,drama
1845,34106,You Can't Take It With You,"comedy, romance"
1846,43266,How Green Was My Valley,drama
1847,27367,Mrs. Miniver,"drama, romance, war"
1848,17661,Going My Way,"drama, comedy, music"
1849,28580,The Lost Weekend,drama
1850,887,The Best Years of Our Lives,"drama, history, romance"
1851,33667,Gentleman's Agreement,"drama, romance"
1852,23383,Hamlet,drama
1853,25430,All the King's Men,drama
1854,27191,The Greatest Show on Earth,"action, drama, romance"
